"","SAMPLEID","StationID","RefSamp","Reference","nt_habit_climbcling","nt_volt_semi","pt_BCG_att1i234b","nt_EPT","x_HBI"
"KS_Clint_2153_Rep1","KS_Clint_2153_Rep1","KS_MMI_Site173","Strs","HighStrs",20,2,0,11,5.653179191
"KS_Clint_2148_Rep1","KS_Clint_2148_Rep1","KS_MMI_Site173","No","HighStrs",11,4,0,2,6.230769231
"KS_Clint_2152_Rep1","KS_Clint_2152_Rep1","KS_MMI_Site173","No","HighStrs",10,2,0,3,6.115702479
"KS_Clint_2147_Rep1","KS_Clint_2147_Rep1","KS_MMI_Site173","No","HighStrs",13,0,0,7,6.484429066
"KS_Clint_2151_Rep1","KS_Clint_2151_Rep1","KS_MMI_Site173","No","HighStrs",14,2,0,7,6.313432836
"KS_Clint_2088_Rep1","KS_Clint_2088_Rep1","KS_MMI_Site174","Other","Other",28,8,13.04347826,18,5.223557692
"KS_Clint_2080_Rep1","KS_Clint_2080_Rep1","KS_MMI_Site174","Other","Other",34,11,7.8125,17,4.724381625
"KS_Clint_2084_Rep1","KS_Clint_2084_Rep1","KS_MMI_Site174","Other","Other",33,9,9.677419355,20,5.060679612
"KS_Clint_2082_Rep1","KS_Clint_2082_Rep1","KS_MMI_Site174","Other","Other",29,9,16.66666667,15,4.261029412
"KS_Clint_2087_Rep1","KS_Clint_2087_Rep1","KS_MMI_Site174","Other","Other",33,9,15.09433962,20,4.909385113
"KS_Clint_2085_Rep1","KS_Clint_2085_Rep1","KS_MMI_Site174","Other","Other",26,7,11.11111111,19,5.067538126
"KS_Clint_2086_Rep1","KS_Clint_2086_Rep1","KS_MMI_Site174","Other","Other",21,4,13.88888889,13,4.980842912
"KS_Clint_2083_Rep1","KS_Clint_2083_Rep1","KS_MMI_Site174","Other","Other",35,11,12.30769231,26,4.966403162
"KS_Clint_2081_Rep1","KS_Clint_2081_Rep1","KS_MMI_Site174","Other","Other",31,8,7.407407407,14,5.31372549
"KS_Liz_3470_Rep1","KS_Liz_3470_Rep1","KS_MMI_Site175","Other","SomeStrs",12,2,6.060606061,6,5.207048458
"KS_Clint_1750_Rep1","KS_Clint_1750_Rep1","KS_MMI_Site176","Other","SomeStrs",28,6,10.20408163,13,5.125
"KS_Liz_3524_Rep1","KS_Liz_3524_Rep1","KS_MMI_Site177","Strs","Strs",9,2,0,1,5.8125
"KS_Liz_3595_Rep1","KS_Liz_3595_Rep1","KS_MMI_Site179","Other","Other",18,1,10.34482759,13,5.088068182
"KS_Liz_3049_Rep1","KS_Liz_3049_Rep1","KS_MMI_Site180","No","Ref",28,9,8,11,4.983957219
"KS_Liz_3050_Rep1","KS_Liz_3050_Rep1","KS_MMI_Site180","Ref","Ref",24,6,6.976744186,15,5.660550459
"KS_Liz_3047_Rep1","KS_Liz_3047_Rep1","KS_MMI_Site180","No","Ref",27,10,8.333333333,10,5.295698925
"KS_Liz_3046_Rep1","KS_Liz_3046_Rep1","KS_MMI_Site180","No","Ref",33,9,11.47540984,17,4.931623932
"KS_Liz_3048_Rep1","KS_Liz_3048_Rep1","KS_MMI_Site180","No","Ref",19,5,5.405405405,10,5.429012346
"KS_Liz_3425_Rep1","KS_Liz_3425_Rep1","KS_MMI_Site181","Strs","Strs",6,2,7.142857143,1,6.112947658
"KS_Liz_3627_Rep1","KS_Liz_3627_Rep1","KS_MMI_Site182","Strs","HighStrs",13,0,2.702702703,5,5.550200803
"KS_Liz_3627_Rep2","KS_Liz_3627_Rep2","KS_MMI_Site182","No","HighStrs",10,1,3.03030303,3,5.475982533
"KS_Liz_3016_Rep2","KS_Liz_3016_Rep2","KS_MMI_Site183","No","SomeStrs",22,4,6.52173913,5,5.252788104
"KS_Liz_3017_Rep1","KS_Liz_3017_Rep1","KS_MMI_Site183","Other","SomeStrs",16,6,8.333333333,6,4.825112108
"KS_Liz_3018_Rep1","KS_Liz_3018_Rep1","KS_MMI_Site183","Other","SomeStrs",14,8,5,3,5.582644628
"KS_Liz_3016_Rep1","KS_Liz_3016_Rep1","KS_MMI_Site183","Other","SomeStrs",19,3,10.81081081,5,4.866666667
"KS_Clint_2089_Rep1","KS_Clint_2089_Rep1","KS_MMI_Site184","Ref","Ref",31,9,8.333333333,15,4.505154639
"KS_Clint_1146_Rep1","KS_Clint_1146_Rep1","KS_MMI_Site185","Other","SomeStrs",27,6,10.41666667,12,5.557823129
"KS_Clint_1145_Rep1","KS_Clint_1145_Rep1","KS_MMI_Site185","Other","SomeStrs",20,5,8.333333333,12,5.141129032
"KS_Clint_1140_Rep1","KS_Clint_1140_Rep1","KS_MMI_Site185","Other","SomeStrs",18,3,5,9,5.342541436
"KS_Clint_1137_Rep1","KS_Clint_1137_Rep1","KS_MMI_Site185","Other","SomeStrs",17,6,11.76470588,8,5.297468354
"KS_Clint_1144_Rep1","KS_Clint_1144_Rep1","KS_MMI_Site185","Other","SomeStrs",21,5,6.25,12,5.541310541
"KS_Clint_1142_Rep1","KS_Clint_1142_Rep1","KS_MMI_Site185","Other","SomeStrs",26,8,5.555555556,13,5.231707317
"KS_Clint_1141_Rep1","KS_Clint_1141_Rep1","KS_MMI_Site185","Other","SomeStrs",20,5,7.692307692,14,5.380813953
"KS_Clint_1138_Rep1","KS_Clint_1138_Rep1","KS_MMI_Site185","Other","SomeStrs",11,2,0,1,5.888198758
"KS_Clint_1139_Rep1","KS_Clint_1139_Rep1","KS_MMI_Site185","Other","SomeStrs",16,3,5.714285714,10,5.462585034
"KS_Clint_1143_Rep1","KS_Clint_1143_Rep1","KS_MMI_Site185","Other","SomeStrs",11,3,8.695652174,6,5.808080808
"KS_Clint_1785_Rep1","KS_Clint_1785_Rep1","KS_MMI_Site186","Strs","HighStrs",16,0,2.5,2,5.970588235
"KS_Liz_3543_Rep1","KS_Liz_3543_Rep1","KS_MMI_Site187","Strs","Strs",16,2,4.761904762,3,5.602739726
"KS_Clint_1485_Rep1","KS_Clint_1485_Rep1","KS_MMI_Site188","Other","Other",26,8,21.05263158,15,5.121387283
"KS_Clint_1484_Rep1","KS_Clint_1484_Rep1","KS_MMI_Site188","Other","Other",13,1,30,10,4.754966887
"KS_Liz_3610_Rep1","KS_Liz_3610_Rep1","KS_MMI_Site189","Other","Other",26,9,5.769230769,13,5.454545455
"KS_Liz_3126_Rep1","KS_Liz_3126_Rep1","KS_MMI_Site190","Other","Other",13,5,6.060606061,5,5.335051546
"KS_Liz_3363_Rep1","KS_Liz_3363_Rep1","KS_MMI_Site191","Other","Other",17,5,0,3,5.652892562
"KS_Clint_0058_Rep1","KS_Clint_0058_Rep1","KS_MMI_Site192","Other","SomeStrs",15,2,10.71428571,10,5.344537815
"KS_Clint_0059_Rep1","KS_Clint_0059_Rep1","KS_MMI_Site192","Other","SomeStrs",21,8,5.263157895,11,5.28436019
"KS_Clint_0056_Rep1","KS_Clint_0056_Rep1","KS_MMI_Site192","Other","SomeStrs",24,3,4.918032787,14,5.472222222
"KS_Clint_0057_Rep1","KS_Clint_0057_Rep1","KS_MMI_Site192","Other","SomeStrs",19,5,3.773584906,7,5.771551724
"KS_Clint_0062_Rep1","KS_Clint_0062_Rep1","KS_MMI_Site192","Other","SomeStrs",27,8,4.081632653,12,5.42962963
"KS_Clint_0063_Rep1","KS_Clint_0063_Rep1","KS_MMI_Site192","Other","SomeStrs",25,6,4.444444444,15,5.415143603
"KS_Clint_0060_Rep1","KS_Clint_0060_Rep1","KS_MMI_Site192","Other","SomeStrs",21,8,2.702702703,7,5.518218623
"KS_Clint_0061_Rep1","KS_Clint_0061_Rep1","KS_MMI_Site192","Other","SomeStrs",29,6,8.510638298,12,5.788343558
"KS_Clint_0064_Rep1","KS_Clint_0064_Rep1","KS_MMI_Site192","Other","SomeStrs",23,2,4.87804878,11,5.746753247
"KS_Clint_1784_Rep1","KS_Clint_1784_Rep1","KS_MMI_Site193","Strs","HighStrs",12,1,0,2,5.851351351
"KS_Clint_1783_Rep1","KS_Clint_1783_Rep1","KS_MMI_Site194","Strs","Strs",14,0,0,3,6.229508197
"KS_Liz_3152_Rep1","KS_Liz_3152_Rep1","KS_MMI_Site195","Strs","HighStrs",18,6,2,2,5.652014652
"KS_Liz_3116_Rep1","KS_Liz_3116_Rep1","KS_MMI_Site196","Ref","Ref",18,4,2.5,4,5.257142857
"KS_Clint_2029_Rep1","KS_Clint_2029_Rep1","KS_MMI_Site197","No","Strs",29,11,14.03508772,19,4.934362934
"KS_Clint_2031_Rep1","KS_Clint_2031_Rep1","KS_MMI_Site197","No","Strs",25,6,12.5,17,4.971014493
"KS_Clint_2032_Rep1","KS_Clint_2032_Rep1","KS_MMI_Site197","Strs","Strs",16,4,7.317073171,8,5.076923077
"KS_Clint_2030_Rep1","KS_Clint_2030_Rep1","KS_MMI_Site197","No","Strs",28,7,9.090909091,15,5.095709571
"KS_Clint_2028_Rep1","KS_Clint_2028_Rep1","KS_MMI_Site197","No","Strs",21,7,9.090909091,12,5.208144796
"KS_Liz_3190_Rep2","KS_Liz_3190_Rep2","KS_MMI_Site198","No","Ref",11,1,10,7,5.397101449
"KS_Liz_3190_Rep1","KS_Liz_3190_Rep1","KS_MMI_Site198","No","Ref",15,2,4.444444444,7,5.357976654
"KS_Liz_3189_Rep1","KS_Liz_3189_Rep1","KS_MMI_Site198","No","Ref",22,3,9.302325581,12,5.605978261
"KS_Liz_3191_Rep1","KS_Liz_3191_Rep1","KS_MMI_Site198","Ref","Ref",6,1,10,2,5.088082902
"KS_Liz_3189_Rep2","KS_Liz_3189_Rep2","KS_MMI_Site198","No","Ref",21,4,12.5,9,5.408510638
"KS_Clint_1385_Rep1","KS_Clint_1385_Rep1","KS_MMI_Site199","Other","Other",14,4,6.060606061,6,5.367875648
"KS_Clint_1386_Rep1","KS_Clint_1386_Rep1","KS_MMI_Site199","Other","Other",20,3,11.11111111,8,5.345323741
"KS_Clint_1389_Rep1","KS_Clint_1389_Rep1","KS_MMI_Site199","Other","Other",27,5,14.81481481,11,5.191176471
"KS_Clint_1384_Rep1","KS_Clint_1384_Rep1","KS_MMI_Site199","Other","Other",23,5,12,12,5
"KS_Clint_1383_Rep1","KS_Clint_1383_Rep1","KS_MMI_Site199","Other","Other",33,7,8.928571429,13,5.451612903
"KS_Clint_1387_Rep1","KS_Clint_1387_Rep1","KS_MMI_Site199","Other","Other",25,5,7.5,10,5.481081081
"KS_Clint_1390_Rep2","KS_Clint_1390_Rep2","KS_MMI_Site199","No","Other",31,4,12.5,10,5.459876543
"KS_Clint_1388_Rep1","KS_Clint_1388_Rep1","KS_MMI_Site199","Other","Other",24,5,8.888888889,8,5.306878307
"KS_Clint_1390_Rep1","KS_Clint_1390_Rep1","KS_MMI_Site199","Other","Other",23,8,12.24489796,9,5.350553506
"KS_Clint_1382_Rep1","KS_Clint_1382_Rep1","KS_MMI_Site199","Other","Other",24,6,11.11111111,12,5.096463023
"KS_Liz_3362_Rep1","KS_Liz_3362_Rep1","KS_MMI_Site200","Strs","HighStrs",13,1,3.03030303,11,5.5234375
"KS_Liz_3128_Rep1","KS_Liz_3128_Rep1","KS_MMI_Site201","Strs","Strs",19,6,2.127659574,4,5.526501767
"KS_Liz_3421_Rep1","KS_Liz_3421_Rep1","KS_MMI_Site202","Other","Other",25,6,9.090909091,11,5.14556962
"KS_Clint_1221_Rep1","KS_Clint_1221_Rep1","KS_MMI_Site203","No","Strs",27,8,0,12,5.410774411
"KS_Clint_1198_Rep1","KS_Clint_1198_Rep1","KS_MMI_Site203","No","Strs",17,3,3.125,10,5.637931034
"KS_Clint_1195_Rep1","KS_Clint_1195_Rep1","KS_MMI_Site203","No","Strs",12,2,8.333333333,7,5.6
"KS_Clint_1225_Rep1","KS_Clint_1225_Rep1","KS_MMI_Site203","No","Strs",24,6,4.87804878,13,5.574626866
"KS_Clint_1214_Rep1","KS_Clint_1214_Rep1","KS_MMI_Site203","No","Strs",23,6,4.081632653,15,5.960159363
"KS_Clint_1211_Rep1","KS_Clint_1211_Rep1","KS_MMI_Site203","No","Strs",25,5,5.882352941,16,5.35483871
"KS_Clint_1212_Rep1","KS_Clint_1212_Rep1","KS_MMI_Site203","No","Strs",25,7,3.636363636,15,5.630662021
"KS_Clint_1216_Rep1","KS_Clint_1216_Rep1","KS_MMI_Site203","No","Strs",18,6,3.125,15,5.453874539
"KS_Clint_1196_Rep1","KS_Clint_1196_Rep1","KS_MMI_Site203","No","Strs",16,2,0,13,5.505494505
"KS_Clint_1226_Rep2","KS_Clint_1226_Rep2","KS_MMI_Site203","No","Strs",18,6,3.225806452,11,5.436507937
"KS_Clint_1224_Rep1","KS_Clint_1224_Rep1","KS_MMI_Site203","No","Strs",17,9,2.631578947,8,5.862745098
"KS_Clint_1220_Rep1","KS_Clint_1220_Rep1","KS_MMI_Site203","No","Strs",20,9,0,14,5.51119403
"KS_Clint_1194_Rep1","KS_Clint_1194_Rep1","KS_MMI_Site203","No","Strs",16,3,0,9,5.576576577
"KS_Clint_1222_Rep1","KS_Clint_1222_Rep1","KS_MMI_Site203","No","Strs",24,8,0,12,5.722054381
"KS_Clint_1215_Rep1","KS_Clint_1215_Rep1","KS_MMI_Site203","No","Strs",21,8,6,10,5.841666667
"KS_Clint_1208_Rep1","KS_Clint_1208_Rep1","KS_MMI_Site203","No","Strs",25,7,3.773584906,17,5.281553398
"KS_Clint_1209_Rep1","KS_Clint_1209_Rep1","KS_MMI_Site203","No","Strs",23,6,5.128205128,12,5.534090909
"KS_Clint_1210_Rep1","KS_Clint_1210_Rep1","KS_MMI_Site203","No","Strs",20,2,4.651162791,12,5.493975904
"KS_Clint_1197_Rep1","KS_Clint_1197_Rep1","KS_MMI_Site203","No","Strs",21,5,4.761904762,13,5.64940239
"KS_Clint_1227_Rep1","KS_Clint_1227_Rep1","KS_MMI_Site203","No","Strs",11,2,0,5,5.561538462
"KS_Clint_1228_Rep1","KS_Clint_1228_Rep1","KS_MMI_Site203","No","Strs",19,1,0,16,5.723897912
"KS_Clint_1217_Rep1","KS_Clint_1217_Rep1","KS_MMI_Site203","No","Strs",22,7,0,14,5.650717703
"KS_Clint_1213_Rep1","KS_Clint_1213_Rep1","KS_MMI_Site203","No","Strs",18,6,7.142857143,11,5.634615385
"KS_Clint_1219_Rep1","KS_Clint_1219_Rep1","KS_MMI_Site203","No","Strs",21,8,0,14,5.476878613
"KS_Clint_1203_Rep1","KS_Clint_1203_Rep1","KS_MMI_Site203","No","Strs",22,5,6.25,12,5.440758294
"KS_Clint_1205_Rep1","KS_Clint_1205_Rep1","KS_MMI_Site203","No","Strs",31,8,4.918032787,13,5.54245283
"KS_Clint_1200_Rep1","KS_Clint_1200_Rep1","KS_MMI_Site203","No","Strs",16,4,2.941176471,12,5.483333333
"KS_Clint_1207_Rep1","KS_Clint_1207_Rep1","KS_MMI_Site203","No","Strs",19,3,2.941176471,12,5.360169492
"KS_Clint_1223_Rep1","KS_Clint_1223_Rep1","KS_MMI_Site203","No","Strs",22,6,2.222222222,13,5.59929078
"KS_Clint_1199_Rep1","KS_Clint_1199_Rep1","KS_MMI_Site203","No","Strs",19,4,0,13,5.376146789
"KS_Clint_1218_Rep1","KS_Clint_1218_Rep1","KS_MMI_Site203","No","Strs",15,5,0,10,6.203333333
"KS_Clint_1226_Rep1","KS_Clint_1226_Rep1","KS_MMI_Site203","No","Strs",17,6,3.125,11,5.496240602
"KS_Clint_1202_Rep1","KS_Clint_1202_Rep1","KS_MMI_Site203","No","Strs",32,8,3.50877193,16,5.538812785
"KS_Clint_1206_Rep1","KS_Clint_1206_Rep1","KS_MMI_Site203","No","Strs",23,6,9.302325581,10,5.382513661
"KS_Clint_1229_Rep1","KS_Clint_1229_Rep1","KS_MMI_Site203","Strs","Strs",23,3,0,13,5.25566343
"KS_Clint_1201_Rep1","KS_Clint_1201_Rep1","KS_MMI_Site203","No","Strs",19,4,8.163265306,13,5.243902439
"KS_Clint_1204_Rep1","KS_Clint_1204_Rep1","KS_MMI_Site203","No","Strs",18,5,8.333333333,13,5.431818182
"KS_Liz_3629_Rep1","KS_Liz_3629_Rep1","KS_MMI_Site204","Other","SomeStrs",17,2,3.846153846,7,5.677419355
"KS_Liz_3466_Rep1","KS_Liz_3466_Rep1","KS_MMI_Site205","Ref","Ref",12,5,0,3,5.797794118
"KS_Liz_3199_Rep1","KS_Liz_3199_Rep1","KS_MMI_Site206","No","Strs",15,8,11.76470588,13,4.962162162
"KS_Liz_3200_Rep2","KS_Liz_3200_Rep2","KS_MMI_Site206","No","Strs",10,5,0,7,5.619047619
"KS_Liz_3201_Rep1","KS_Liz_3201_Rep1","KS_MMI_Site206","Strs","Strs",18,4,8.571428571,14,5.296803653
"KS_Liz_3200_Rep1","KS_Liz_3200_Rep1","KS_MMI_Site206","No","Strs",13,10,2.380952381,6,5.487068966
"KS_Clint_1704_Rep1","KS_Clint_1704_Rep1","KS_MMI_Site207","No","Ref",4,1,0,1,5.96875
"KS_Clint_1703_Rep1","KS_Clint_1703_Rep1","KS_MMI_Site207","No","Ref",6,3,0,2,5.976377953
"KS_Clint_1702_Rep1","KS_Clint_1702_Rep1","KS_MMI_Site207","No","Ref",6,2,0,2,6.098039216
"KS_Clint_1700_Rep1","KS_Clint_1700_Rep1","KS_MMI_Site207","No","Ref",3,1,0,1,6.189655172
"KS_Clint_1701_Rep1","KS_Clint_1701_Rep1","KS_MMI_Site207","No","Ref",10,3,0,3,5.296875
"KS_Clint_1705_Rep1","KS_Clint_1705_Rep1","KS_MMI_Site207","Ref","Ref",10,2,0,3,6.476744186
"KS_Liz_3620_Rep1","KS_Liz_3620_Rep1","KS_MMI_Site208","Other","SomeStrs",7,3,8.333333333,2,6.061290323
"KS_Clint_1401_Rep1","KS_Clint_1401_Rep1","KS_MMI_Site209","No","Strs",26,4,8.510638298,14,5.225
"KS_Clint_1410_Rep1","KS_Clint_1410_Rep1","KS_MMI_Site209","No","Strs",14,7,6.060606061,10,5.607902736
"KS_Clint_1411_Rep1","KS_Clint_1411_Rep1","KS_MMI_Site209","No","Strs",26,9,4.444444444,13,5.49132948
"KS_Clint_1403_Rep1","KS_Clint_1403_Rep1","KS_MMI_Site209","No","Strs",25,6,8.163265306,11,5.422155689
"KS_Clint_1404_Rep1","KS_Clint_1404_Rep1","KS_MMI_Site209","No","Strs",23,6,6.52173913,11,5.126696833
"KS_Clint_1414_Rep1","KS_Clint_1414_Rep1","KS_MMI_Site209","No","Strs",18,6,16.21621622,9,5.455974843
"KS_Clint_1396_Rep1","KS_Clint_1396_Rep1","KS_MMI_Site209","No","Strs",18,4,6.52173913,8,5.497109827
"KS_Clint_1397_Rep1","KS_Clint_1397_Rep1","KS_MMI_Site209","No","Strs",17,3,2.777777778,6,5.391608392
"KS_Clint_1412_Rep1","KS_Clint_1412_Rep1","KS_MMI_Site209","No","Strs",22,10,5.769230769,11,5.523642732
"KS_Clint_1417_Rep1","KS_Clint_1417_Rep1","KS_MMI_Site209","Strs","Strs",23,4,8.510638298,14,5.457725948
"KS_Clint_1400_Rep1","KS_Clint_1400_Rep1","KS_MMI_Site209","No","Strs",16,3,5.405405405,9,5.625
"KS_Clint_1394_Rep1","KS_Clint_1394_Rep1","KS_MMI_Site209","No","Strs",22,7,6.666666667,10,5.210227273
"KS_Clint_1416_Rep1","KS_Clint_1416_Rep1","KS_MMI_Site209","No","Strs",16,6,6.060606061,9,5.591304348
"KS_Clint_1405_Rep1","KS_Clint_1405_Rep1","KS_MMI_Site209","No","Strs",16,6,5.405405405,5,5.538961039
"KS_Clint_1409_Rep1","KS_Clint_1409_Rep1","KS_MMI_Site209","No","Strs",23,7,12.19512195,9,5.46743295
"KS_Clint_1413_Rep1","KS_Clint_1413_Rep1","KS_MMI_Site209","No","Strs",19,5,5.263157895,9,5.582781457
"KS_Clint_1407_Rep1","KS_Clint_1407_Rep1","KS_MMI_Site209","No","Strs",20,7,8.333333333,10,5.630890052
"KS_Clint_1415_Rep1","KS_Clint_1415_Rep1","KS_MMI_Site209","No","Strs",12,2,0,7,5.773504274
"KS_Clint_1399_Rep1","KS_Clint_1399_Rep1","KS_MMI_Site209","No","Strs",18,4,15.625,8,5.3984375
"KS_Clint_1408_Rep1","KS_Clint_1408_Rep1","KS_MMI_Site209","No","Strs",17,4,7.5,9,5.442622951
"KS_Clint_1395_Rep1","KS_Clint_1395_Rep1","KS_MMI_Site209","No","Strs",19,4,8.695652174,7,5.568421053
"KS_Clint_1418_Rep1","KS_Clint_1418_Rep1","KS_MMI_Site209","No","Strs",20,6,9.756097561,11,5.588235294
"KS_Clint_1402_Rep1","KS_Clint_1402_Rep1","KS_MMI_Site209","No","Strs",22,6,14.58333333,14,5.293918919
"KS_Clint_1406_Rep1","KS_Clint_1406_Rep1","KS_MMI_Site209","No","Strs",11,3,4.166666667,6,5.610655738
"KS_Clint_1392_Rep1","KS_Clint_1392_Rep1","KS_MMI_Site209","No","Strs",14,3,8.571428571,6,5.571428571
"KS_Clint_1398_Rep1","KS_Clint_1398_Rep1","KS_MMI_Site209","No","Strs",23,4,10.86956522,13,5.5
"KS_Clint_1391_Rep1","KS_Clint_1391_Rep1","KS_MMI_Site209","No","Strs",17,6,5.555555556,7,5.213793103
"KS_Clint_1393_Rep1","KS_Clint_1393_Rep1","KS_MMI_Site209","No","Strs",9,2,16.66666667,8,4.527777778
"KS_Liz_3393_Rep1","KS_Liz_3393_Rep1","KS_MMI_Site210","Ref","Ref",21,5,8.823529412,15,5.030120482
"KS_Liz_3222_Rep1","KS_Liz_3222_Rep1","KS_MMI_Site211","Strs","HighStrs",17,4,2.702702703,4,5.623529412
"KS_Liz_3343_Rep1","KS_Liz_3343_Rep1","KS_MMI_Site212","Ref","Ref",10,2,0,1,6.211678832
"KS_Liz_3574_Rep1","KS_Liz_3574_Rep1","KS_MMI_Site213","Other","Other",23,7,3.846153846,5,5.435435435
"KS_Liz_3528_Rep1","KS_Liz_3528_Rep1","KS_MMI_Site214","Ref","BestRef",8,0,0,1,5.64453125
"KS_Liz_3611_Rep1","KS_Liz_3611_Rep1","KS_MMI_Site215","Other","SomeStrs",10,2,7.692307692,6,5.44516129
"KS_Liz_3129_Rep1","KS_Liz_3129_Rep1","KS_MMI_Site215","Other","SomeStrs",20,5,4.166666667,3,5.524038462
"KS_Liz_3251_Rep1","KS_Liz_3251_Rep1","KS_MMI_Site216","Other","SomeStrs",15,4,11.11111111,6,5.091603053
"KS_Liz_3250_Rep1","KS_Liz_3250_Rep1","KS_MMI_Site216","Other","SomeStrs",15,4,5.128205128,6,5.943319838
"KS_Liz_3249_Rep1","KS_Liz_3249_Rep1","KS_MMI_Site216","Other","SomeStrs",15,6,5.405405405,8,5.514792899
"KS_Liz_3443_Rep1","KS_Liz_3443_Rep1","KS_MMI_Site217","Ref","BestRef",25,5,10.41666667,10,5.899480069
"KS_Liz_3342_Rep1","KS_Liz_3342_Rep1","KS_MMI_Site218","Strs","HighStrs",11,4,0,7,5.574257426
"KS_Liz_3487_Rep1","KS_Liz_3487_Rep1","KS_MMI_Site219","Strs","Strs",13,2,5.405405405,4,5.805232558
"KS_Liz_3284_Rep1","KS_Liz_3284_Rep1","KS_MMI_Site220","Ref","Ref",13,2,6.451612903,4,5.655
"KS_Liz_3217_Rep1","KS_Liz_3217_Rep1","KS_MMI_Site221","Other","Other",14,4,6.976744186,4,5.489208633
"KS_Liz_3300_Rep1","KS_Liz_3300_Rep1","KS_MMI_Site222","Other","Other",15,2,7.142857143,5,5.537037037
"KS_Liz_3394_Rep1","KS_Liz_3394_Rep1","KS_MMI_Site223","Other","SomeStrs",18,5,5.128205128,11,5.571875
"KS_Liz_3439_Rep1","KS_Liz_3439_Rep1","KS_MMI_Site224","Strs","HighStrs",13,2,7.894736842,4,4.794258373
"KS_Liz_3413_Rep1","KS_Liz_3413_Rep1","KS_MMI_Site225","Strs","HighStrs",7,1,0,0,6.338983051
"KS_Clint_2091_Rep1","KS_Clint_2091_Rep1","KS_MMI_Site226","Other","Other",15,4,2.777777778,5,5.595588235
"KS_Clint_2092_Rep1","KS_Clint_2092_Rep1","KS_MMI_Site226","Other","Other",14,1,0,6,5.899224806
"KS_Clint_2093_Rep1","KS_Clint_2093_Rep1","KS_MMI_Site226","Other","Other",15,1,0,7,5.9348659
"KS_Clint_2090_Rep1","KS_Clint_2090_Rep1","KS_MMI_Site226","Other","Other",18,8,4.255319149,8,5.550505051
"KS_Liz_3339_Rep1","KS_Liz_3339_Rep1","KS_MMI_Site227","Other","Other",15,1,0,3,5.986440678
"KS_Liz_3000_Rep1","KS_Liz_3000_Rep1","KS_MMI_Site228","Other","SomeStrs",20,3,2.5,10,5.803191489
"KS_Liz_3002_Rep2","KS_Liz_3002_Rep2","KS_MMI_Site228","No","SomeStrs",17,3,0,9,5.062801932
"KS_Liz_3002_Rep1","KS_Liz_3002_Rep1","KS_MMI_Site228","Other","SomeStrs",18,2,0,10,5.2
"KS_Liz_3001_Rep1","KS_Liz_3001_Rep1","KS_MMI_Site228","Other","SomeStrs",14,4,0,13,5.608552632
"KS_Liz_3418_Rep1","KS_Liz_3418_Rep1","KS_MMI_Site229","Ref","Ref",14,3,8.333333333,7,5.426008969
"KS_Clint_1985_Rep1","KS_Clint_1985_Rep1","KS_MMI_Site230","No","HighStrs",12,5,7.407407407,7,5.800766284
"KS_Clint_1986_Rep1","KS_Clint_1986_Rep1","KS_MMI_Site230","Strs","HighStrs",15,2,0,7,5.757785467
"KS_Clint_1980_Rep1","KS_Clint_1980_Rep1","KS_MMI_Site230","No","HighStrs",14,4,3.571428571,6,5.589673913
"KS_Clint_1981_Rep1","KS_Clint_1981_Rep1","KS_MMI_Site230","No","HighStrs",15,6,3.225806452,6,5.424242424
"KS_Clint_1982_Rep1","KS_Clint_1982_Rep1","KS_MMI_Site230","No","HighStrs",18,5,0,8,5.823529412
"KS_Clint_1984_Rep1","KS_Clint_1984_Rep1","KS_MMI_Site230","No","HighStrs",21,6,2.083333333,11,5.642857143
"KS_Clint_1979_Rep1","KS_Clint_1979_Rep1","KS_MMI_Site230","No","HighStrs",14,2,0,4,5.728971963
"KS_Clint_1983_Rep1","KS_Clint_1983_Rep1","KS_MMI_Site230","No","HighStrs",12,1,4.761904762,4,5.353233831
"KS_Clint_1312_Rep1","KS_Clint_1312_Rep1","KS_MMI_Site231","No","Ref",27,9,12.5,17,4.895833333
"KS_Clint_1313_Rep1","KS_Clint_1313_Rep1","KS_MMI_Site231","No","Ref",29,9,11.76470588,16,5.069105691
"KS_Clint_1315_Rep1","KS_Clint_1315_Rep1","KS_MMI_Site231","Ref","Ref",29,8,13.33333333,16,5.153508772
"KS_Clint_1310_Rep1","KS_Clint_1310_Rep1","KS_MMI_Site231","No","Ref",28,7,8.888888889,20,4.934615385
"KS_Clint_1309_Rep1","KS_Clint_1309_Rep1","KS_MMI_Site231","No","Ref",10,0,20,9,4.366972477
"KS_Clint_1314_Rep1","KS_Clint_1314_Rep1","KS_MMI_Site231","No","Ref",21,7,12.82051282,7,5.51754386
"KS_Clint_1311_Rep1","KS_Clint_1311_Rep1","KS_MMI_Site231","No","Ref",34,10,10.29411765,21,5.205776173
"KS_Clint_1234_Rep1","KS_Clint_1234_Rep1","KS_MMI_Site232","Other","Other",15,2,2.857142857,13,5.546296296
"KS_Clint_1237_Rep1","KS_Clint_1237_Rep1","KS_MMI_Site232","Other","Other",15,3,0,13,5.421686747
"KS_Clint_1238_Rep1","KS_Clint_1238_Rep1","KS_MMI_Site232","Other","Other",27,5,2.040816327,16,5.619834711
"KS_Clint_1253_Rep1","KS_Clint_1253_Rep1","KS_MMI_Site232","Other","Other",16,4,0,10,5.817073171
"KS_Clint_1232_Rep1","KS_Clint_1232_Rep1","KS_MMI_Site232","Other","Other",18,3,0,13,5.527607362
